Material at Origin,Land Use at Origin,Size,"Suppressed 
by",Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Suspected Ignition Cause,Equipment Facility Failure,Contact From Object,Contributing Factor,Suppressed by,"Voltage
(Volts)",Fire Size,Fire Suppressed by,Nominal Voltage
Vegetation,Urban,<3 meters of linear travel,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,N,Contact from Object,,Vegetation,,,,,,
Vegetation,Shrub,<0.25,Cal Fire,4000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,Weather - High Winds,,,,,
Vegetation,Herbaceous,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Agriculture,<0.25,Cal Fire,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Agriculture,0.26-9.99,Self Extinguished,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Balloon,,,,,,
Vegetation,Herbaceous,0.26-9.99,Fire Agency,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Balloon,,,,,,
Vegetation,Urban,<0.25,Fire Agency,0-750,Service Drop,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Woodland,<3 meters of linear travel,Self Extinguished,0-750,Service Drop,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Herbaceous,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Agriculture,<0.25,Self Extinguished,12000,Pole,Overhead,Y,Equipment - PG&E,Pole failure,,,,,,,
Vegetation,Urban,0.26-9.99,Cal Fire,0-750,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Herbaceous,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Urban,<0.25,Cal Fire,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Balloon,,,,,,
Other,Urban,<3 meters of linear travel,Fire Agency,12000,Crossarm,Overhead,Y,Equipment - PG&E,Crossarm failure,,,,,,,
Other,Herbaceous,Oct-99,Fire Agency,115000,Conductor - Transmission,Overhead,N,Contact from Object,,Balloon,,,,,,
Vegetation,Agriculture,<0.25,Customer,12000,Transformer,Overhead,Y,Equipment - PG&E,Transformer failure,,,,,,,
Other,Urban,0.26-9.99,Fire Agency,12000,Splice/Clamp/Connector,Overhead,Y,Contact from Object,,Balloon,,,,,,
Vegetation,Agriculture,<0.25,Utility - PG&E,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Urban,0.26-9.99,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Woodland,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Urban,<0.25,Cal Fire,0-750,Crossarm,Overhead,Y,Equipment - PG&E,Crossarm failure,,,,,,,
Vegetation,Hardwood Woodland,<0.25,Cal Fire,12000,Transformer,Overhead,Y,Contact from Object,,Animal,,,,,,
Other,Herbaceous,0.26-9.99,Fire Agency,21000,Splice/Clamp/Connector,Underground,Y,Equipment - PG&E,Underground Splice,,,,,,,
Vegetation,Hardwood Woodland,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Urban,<3 meters of linear travel,Self Extinguished,12000,Jumper,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Self Extinguished,12000,Conductor - Primary,Overhead,N,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Other,Herbaceous,<0.25,Customer,0-750,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,0-750,Conductor - Insulated Secondary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Agriculture,<0.25,Cal Fire,0-750,Conductor - Open Wire Secondary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Conifer Forest,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,<0.25,Cal Fire,0-750,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,12000,Recloser,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Other,Urban,<0.25,Cal Fire,12000,Transformer,Overhead,Y,Equipment - PG&E,Transformer failure,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Herbaceous,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor - Primary,,,,,,,
Other,Urban,<0.25,Cal Fire,0-750,Service Drop,Overhead,Y,Vandalism,,,,,,,,
Vegetation,Hardwood Woodland,<0.25,Fire Agency,12000,Automatic Wire Splice,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,Other,,,,,
Vegetation,Hardwood Forest,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Urban,<3 meters of linear travel,Utility - PG&E,21000,Switch,Overhead,Y,Equipment - PG&E,Switch failure,,,,,,,
Vegetation,Barren/Other,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,Weather - High Winds,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Unknown,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Customer,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Herbaceous,<0.25,Fire Agency,0-750,Service Drop,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Herbaceous,<0.25,Cal Fire,21000,Recloser,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Urban,0.26-9.99,Cal Fire,21000,Pole,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Urban,<3 meters of linear travel,Fire Agency,12000,Capacitor Bank,Overhead,Y,Equipment - PG&E,Capacitor bank failure,,,,,,,
Other,Urban,<0.25,Customer,0-750,Service Drop,Overhead,Y,Vandalism,,,,,,,,
Vegetation,Urban,<3 meters of linear travel,Fire Agency,0-750,Service Drop,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Herbaceous,0.26-9.99,Fire Agency,0-750,Service Drop,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Agriculture,<3 meters of linear travel,Fire Agency,12000,Voltage Regulator,Overhead,Y,Equipment - PG&E,Voltage Regulator failure,,,,,,,
Vegetation,Herbaceous,<0.25,Customer,0-750,Conductor - Insulated Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Urban,<3 meters of linear travel,Fire Agency,0-750,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Herbaceous,<3 meters of linear travel,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,12000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,0.26-9.99,Unknown,21000,Fuse,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Herbaceous,<0.25,Cal Fire,12000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Hardwood Woodland,<0.25,Cal Fire,0-750,Service Drop,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Herbaceous,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,0.26-9.99,Cal Fire,60000,Pole,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Other,Agriculture,<0.25,Cal Fire,0-750,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Herbaceous,<0.25,Fire Agency,12000,Pole,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,12000,Guy/Span Wire,Overhead,N,Contact from Object,,Vehicle,,,,,,
Vegetation,Agriculture,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Other,Urban,<3 meters of linear travel,Fire Agency,0-750,Conductor - Insulated Secondary,Overhead,Y,Equipment - PG&E,Crossarm failure,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,21000,Pole,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Urban,<0.25,Fire Agency,21000,Transformer,Overhead,Y,Equipment - PG&E,Transformer failure,,,,,,,
Vegetation,Herbaceous,<0.25,Unknown,0-750,Service Drop,Overhead,N,Wire-to-wire contact,,,,,,,,
Vegetation,Conifer Forest,100-299,Fire Agency,12000,Conductor - Primary,Overhead,Y,Under Investigation,,,,,,,,
Other,Agriculture,<3 meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Conifer Forest,<0.25,Cal Fire,21000,Fuse,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,0-750,Pole,Overhead,N,Contact from Object,,Vehicle,,,,,,
Other,Agriculture,<0.25,Fire Agency,12000,Jumper,Overhead,N,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,21000,Transformer,Overhead,Y,Contact from Object,,Animal,,,,,,
Other,Herbaceous,0.26-9.99,Fire Agency,21000,Pole,Overhead,Y,Equipment - PG&E,Pole failure,,,,,,,
Vegetation,Hardwood Forest,<3 meters of linear travel,Unknown,0-750,Service Drop,Overhead,Y,Contact from Object,,Animal,,,,,,
Other,Barren/Other,0.26-9.99,Cal Fire,12000,Recloser,Overhead,Y,Contact from Object,,Animal,,,,,,
Other,Agriculture,0.26-9.99,Fire Agency,12000,Fuse,Overhead,Y,Contact from Object,,Animal,,,,,,
Other,Agriculture,<0.25,Unknown,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Other,,Other,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Cal Fire,0-750,Service Drop,Overhead,N,Contact from Object,,Vegetation,,,,,,
Other,Urban,0.26-9.99,Cal Fire,12000,Jumper,Overhead,Y,Equipment - PG&E,Switch failure,,,,,,,
Other,Herbaceous,0.26-9.99,Cal Fire,12000,Crossarm,Overhead,Y,Contamination,,,Other,,,,,
Other,Urban,<0.25,Cal Fire,21000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,0.26-9.99,Cal Fire,0-750,Conductor - Open Wire Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Urban,<0.25,Cal Fire,12000,Pole,Overhead,Y,Equipment - PG&E,Pole failure,,,,,,,
Vegetation,Herbaceous,<3 meters of linear travel,Cal Fire,12000,Pole,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Urban,<3 meters of linear travel,Customer,12000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Other,Urban,<0.25,Cal Fire,12000,Transformer Bushing,Overhead,Y,Equipment - PG&E,Transformer failure,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,0-750,Conductor - Insulated Secondary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Other,Urban,<0.25,Fire Agency,12000,Transformer,Underground,Y,Equipment - PG&E,Transformer failure,,,,,,,
Vegetation,Hardwood Forest,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Urban,<3 meters of linear travel,Fire Agency,0-750,Transformer,Overhead,Y,Equipment - PG&E,Transformer failure,,,,,,,
Vegetation,Urban,<0.25,Unknown,12000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Other,Hardwood Woodland,<0.25,Unknown,115000,Conductor - Transmission,Overhead,Y,Contact from Object,,Animal,,,,,,
Other,Herbaceous,0.26-9.99,Cal Fire,17000,Insulator,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Hardwood Forest,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Forest,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,<3 meters of linear travel,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Agriculture,<0.25,Self Extinguished,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Forest,">5,000",Cal Fire,12000,Conductor - Primary,Overhead,Y,Under Investigation,,,,,,,,
Vegetation,Hardwood Woodland,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Woodland,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Woodland,<0.25,Cal Fire,0-750,Conductor - Open Wire Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Urban,<3 meters of linear travel,Fire Agency,12000,Recloser,Overhead,Y,Equipment - PG&E,Recloser failure,,,,,,,
Vegetation,Urban,<3 meters of linear travel,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Other,Herbaceous,<3 meters of linear travel,Customer,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Conifer Forest,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Herbaceous,<3 meters of linear travel,Fire Agency,12000,Recloser,Overhead,Y,Equipment - PG&E,Recloser failure,,,,,,,
Vegetation,Hardwood Forest,<0.25,Fire Agency,12000,Pole,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Other,Urban,<3 meters of linear travel,Fire Agency,12000,Capacitor Bank,Overhead,N,Equipment - PG&E,Capacitor bank failure,,,,,,,
Other,Herbaceous,0.26-9.99,Fire Agency,12000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,0.26-9.99,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Wire-to-wire contact,,Vegetation,,,,,,
Vegetation,Hardwood Woodland,<3 meters of linear travel,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Self Extinguished,12000,Insulator,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Conifer Forest,"1,000-4,999",Cal Fire,12000,,Overhead,Y,Under Investigation,,,,,,,,
Vegetation,Agriculture,0.26-9.99,Fire Agency,12000,Pole,Overhead,Y,Equipment - PG&E,Pole failure,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Conifer Forest,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Unknown,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,12000,Fuse,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Urban,<0.25,Fire Agency,0-750,Conductor - Insulated Secondary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Hardwood Forest,<0.25,Cal Fire,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Woodland,<0.25,Fire Agency,12000,Fuse,Overhead,Y,Equipment - PG&E,Fuse failure - all,,,,,,,
Other,Herbaceous,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Other,Hardwood Woodland,<0.25,Fire Agency,21000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,<3 meters of linear travel,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Balloon,,,,,,
Other,Urban,<3 meters of linear travel,Fire Agency,0-750,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Barren/Other,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Urban,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Herbaceous,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,N,Equipment - PG&E,Conductor failure-all,,,,,,,
Other,Hardwood Woodland,<0.25,Cal Fire,0-750,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Transformer failure,,,,,,,
Other,Urban,<3 meters of linear travel,Fire Agency,12000,Pole,Overhead,Y,Equipment - PG&E,Pole failure,,,,,,,
Other,Desert Shrub,0.26-9.99,Fire Agency,12000,Conductor - Primary,Overhead,N,Contact from Object,,Balloon,,,,,,
Vegetation,Urban,<0.25,Fire Agency,12000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Other,Herbaceous,<0.25,Unknown,60000,Pole,Overhead,N,Contact from Object,,Vehicle,,,,,,
Vegetation,Agriculture,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Herbaceous,<0.25,Fire Agency,21000,Crossarm,Overhead,Y,Contamination,,,Other,,,,,
Other,Herbaceous,<0.25,Fire Agency,21000,Crossarm,Overhead,Y,Contamination,,,Other,,,,,
Vegetation,Urban,<0.25,Fire Agency,12000,Splice/Clamp/Connector,Overhead,N,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Hardwood Woodland,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Urban,0.26-9.99,Fire Agency,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Herbaceous,<0.25,Cal Fire,17000,Recloser,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Herbaceous,<3 meters of linear travel,Cal Fire,21000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Hardwood Woodland,0.26-9.99,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Herbaceous,<3 meters of linear travel,Cal Fire,12000,Splice/Clamp/Connector,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,<0.25,Fire Agency,12000,Capacitor Bank,Overhead,Y,Equipment - PG&E,Capacitor bank failure,,,,,,,
Other,Urban,<3 meters of linear travel,Utility - PG&E,0-750,Splice/Clamp/Connector,Overhead,N,Equipment - PG&E,Splice/Clamp/Connector,,,,,,,
Other,Hardwood Woodland,<0.25,Cal Fire,12000,Transformer,Overhead,Y,Contact from Object,,Animal,,,,,,
Vegetation,Herbaceous,Oct-99,Fire Agency,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Herbaceous,0.26-9.99,Cal Fire,12000,Automatic Wire Splice,Overhead,Y,Equipment - PG&E,Splice/Clamp/Connector,,Other,,,,,
Other,Herbaceous,0.26-9.99,Fire Agency,12000,Conductor - Primary,Overhead,N,Contact from Object,,Animal,,,,,,
Vegetation,Urban,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Conifer Forest,<3 meters of linear travel,Fire Agency,21000,Conductor - Primary,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Urban,<3 meters of linear travel,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor - Primary,,Weather - High Winds,,,,,
Vegetation,Herbaceous,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Equipment - PG&E,Conductor failure-all,,,,,,,
Vegetation,Agriculture,<0.25,Fire Agency,12000,Crossarm,Overhead,Y,Contact from Object,,Balloon,,,,,,
Vegetation,Agriculture,<3 meters of linear travel,Fire Agency,12000,Fuse,Overhead,Y,Equipment - PG&E,Fuse failure - all,,,,,,,
Vegetation,Hardwood Forest,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Building,Urban,Structure-only,Fire Agency,0-750,Conductor - Open Wire Secondary,Overhead,N,Other,,,Human Error,,,,,
Vegetation,Herbaceous,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Agriculture,<0.25,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Hardwood Woodland,Oct-99,Cal Fire,0-750,Service Drop,Overhead,N,Other,,,Human Error,,,,,
Vegetation,Herbaceous,0.26-9.99,Cal Fire,12000,Grounding Wire,Overhead,N,Equipment - PG&E,Other,,Other,,,,,
Vegetation,Conifer Forest,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,<0.25,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
Vegetation,Desert Shrub,<0.25,Fire Agency,12000,Pole,Overhead,Y,Contact from Object,,Vehicle,,,,,,
Vegetation,Herbaceous,<0.25,Cal Fire,21000,Fuse,Overhead,Y,Equipment - PG&E,Fuse failure - all,,,,,,,
Other,Wetland,0.26-9.99,Fire Agency,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Balloon,,,,,,
Other,Herbaceous,<3 meters of linear travel,Utility - PG&E,12000,Riser,Overhead,Y,Contact from Object,,Other,Human Error,,,,,
Vegetation,Herbaceous,0.26-9.99,Cal Fire,12000,Conductor - Primary,Overhead,Y,Contact from Object,,Vegetation,,,,,,
